Id;source;latitude;longitude;region;country;admin1;localityName;localityQuality;observationDate;reportingDate;status;disease;serotypes;speciesDescription;sumAtRisk;sumCases;sumDeaths;sumDestroyed;sumSlaughtered;humansGenderDesc;humansAge;humansAffected;humansDeaths
247853;OIE;23.707283;120.40456;Asia;Taiwan (Province of China);Taiwan Sheng;Huwei;Exact;2019-02-19;2019-02-26;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, chicken;16788;60;60;16728;;;;;
247852;OIE;23.852358;120.289689;Asia;Taiwan (Province of China);Taiwan Sheng;Dacheng;Exact;2019-02-13;2019-02-26;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, chicken;34990;2450;2450;32540;;;;;
247851;OIE;23.591721;120.254411;Asia;Taiwan (Province of China);Taiwan Sheng;Shuilin;Exact;2019-01-30;2019-02-26;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, turkey;1005;141;141;864;;;;;
247850;OIE;23.688737;120.267855;Asia;Taiwan (Province of China);Taiwan Sheng;Dongshi;Exact;2019-01-26;2019-02-26;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, chicken;12713;1609;1609;11104;;;;;
247766;OIE;10.0215;8.9666;Africa;Nigeria;Bauchi;Sabon Garin Narayi;Exact;2019-01-28;2019-02-27;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, chicken;460;200;105;335;;;;;
247750;OIE;33.720231;73.108652;Asia;Pakistan;Islamabad;Diplomatic Enclave;Exact;2019-01-07;2019-02-26;Confirmed;Influenza - Avian;H5N8 HPAI;wild, crow;;1;1;;;;0;;
247749;OIE;33.688928;72.987924;Asia;Pakistan;Islamabad;F 11/3;Exact;2019-01-02;2019-02-26;Confirmed;Influenza - Avian;H5N8 HPAI;wild, mallard, wild, anatidae, wild, swan;68;63;63;5;;;;;
247662;OIE;25.180833;87.349167;Asia;India;Jharkhand;Fajilkhutahari;Exact;2019-01-25;2019-02-16;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, unspecified bird;4849;26;26;4823;;;;;
247632;OIE;23.8081;85.8233;Asia;India;Jharkhand;Gomia;Exact;2019-01-28;2019-02-22;Confirmed;Influenza - Avian;H5N1 HPAI;wild, crow;;25;25;0;;;;;
247631;OIE;24.8255;87.2135;Asia;India;Jharkhand;DC Campus, Godda;Exact;2019-01-28;2019-02-22;Confirmed;Influenza - Avian;H5N1 HPAI;wild, crow;;12;12;0;;;;;
247630;OIE;25.216151;84.996358;Asia;India;Bihar;Collector Office Campus, Jehanabad;Exact;2019-02-01;2019-02-21;Confirmed;Influenza - Avian;H5N1 HPAI;wild, crow;;18;18;0;;;;;
247622;National authorities;26.958208;100.66324;Asia;China;Yunnan Sheng;Huaping County;Centroid Admin2;;2019-02-22;Confirmed;Influenza - Avian;H5N6 HPAI;domestic, unspecified bird;2861;463;463;;;;;;
247465;National Institute for Communicable Diseases, NICD;25.85;98.84;Asia;China;Yunnan Sheng;Lu Shui;Unknown;2019-01-27;2019-02-15;Confirmed;Influenza - Avian;H9N2 LPAI;;;;;;;Female;8;1;
247391;OIE;-34.0;21.6;Africa;South Africa;Western Cape;HPAI_H5N8_2017_203;Exact;2019-01-08;2019-02-18;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, ostrich;2711;18;6;;;;;;
247390;OIE;-33.5;21.6;Africa;South Africa;Western Cape;HPAI_H5N8_2017_202;Exact;2018-12-07;2019-02-18;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, ostrich;3348;168;168;;;;;;
247389;OIE;9.81123;8.903228;Africa;Nigeria;Plateau;Bukuru;Exact;2019-02-11;2019-02-15;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, chicken;1040;60;60;980;;;;;
247388;OIE;9.86002;8.82131;Africa;Nigeria;Plateau;Rantya;Exact;2019-02-07;2019-02-15;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, chicken;2900;11;11;2889;;;;;
246781;OIE;-26.65;15.16;Africa;Namibia;Karas;Luderitz Marine ResearchQuarantine Centre;Unknown;2019-01-27;2019-02-12;Confirmed;Influenza - Avian;H5N8 HPAI;wild, jackass penguin spheniscus demersus;2;2;0;2;;;0;;
246691;National authorities;35.943889;126.954444;Asia;Republic of Korea;Chollabuk-do;Mangyeong-Gang, Iksan City, Jeollabuk-do ;Centroid Locality;2019-01-28;2019-02-02;Confirmed;Influenza - Avian;H7N7 LPAI;environmental sample, unspecified bird;;;;;;;;;
246690;National authorities;34.798333;126.7;Asia;Republic of Korea;Chollanam-do;Yeongamcheon, Yeongam County, Chungcheongnam-do ;Centroid Locality;2019-01-07;2019-01-10;Confirmed;Influenza - Avian;H7N7 LPAI;wild, unspecified bird;;;;;;;;;
246689;National authorities;37.75;128.9;Asia;Republic of Korea;Kang-won-do;Namdaecheon, Gangneung City, Gangwon-do on ;Centroid Locality;2019-01-07;2019-01-09;Confirmed;Influenza - Avian;H7N7 LPAI;environmental sample, unspecified bird;;;;;;;;;
246688;National authorities;35.270833;128.663056;Asia;Republic of Korea;Kyongsangnam-do;Junan reservoir at Changwon City, Gyeongsangnam-do ;Centroid Locality;;2019-01-02;Confirmed;Influenza - Avian;H5 LPAI;environmental sample, unspecified bird;;;;;;;;;
246687;National authorities;35.134722;126.794444;Asia;Republic of Korea;Chollanam-do;Hwanglyonggang, Gwangsan District, Gwangju Metropolitan City;Centroid Locality;2019-01-14;2019-01-16;Confirmed;Influenza - Avian;H5 LPAI;environmental sample, unspecified bird;;;;;;;;;
246686;National authorities;35.983333;126.716667;Asia;Republic of Korea;Chollabuk-do;Geum Gangho, Gunsan City, Jeollabuk-do ;Centroid Locality;2018-12-26;2019-01-02;Confirmed;Influenza - Avian;H5 LPAI;environmental sample, unspecified bird;;;;;;;;;
246685;National authorities;35.066667;128.083333;Asia;Republic of Korea;Kyongsangnam-do;Sacheonman, Sacheon City, Gyeongsangnam-do ;Centroid Locality;2019-01-21;2019-01-29;Confirmed;Influenza - Avian;H7N6 LPAI;environmental sample, unspecified bird;;;;;;;;;
246529;National authorities;36.633333;127.483333;Asia;Republic of Korea;Chungchongbuk-do;Mihocheon, Cheongju City, Chungcheongbuk-do ;Centroid Locality;2019-01-28;2019-02-02;Confirmed;Influenza - Avian;H5N3 LPAI;environmental sample, unspecified env. sample;;;;;;;;;
246528;National authorities;35.730278;128.268889;Asia;Republic of Korea;Kyongsangbuk-do;Nakdong River, Golyeong County, Gyeongsangbuk-do ;Centroid Locality;2019-01-28;2019-01-30;Confirmed;Influenza - Avian;H7 LPAI;environmental sample, unspecified env. sample;;;;;;;;;
246335;National authorities;35.166667;129.066667;Asia;Republic of Korea;Pusan;Eulsug Island, Saha District, Busan City ;Centroid Locality;2019-01-23;2019-01-29;Confirmed;Influenza - Avian;H7 LPAI;wild, unspecified bird;;;;;;;;;
246330;National authorities;36.45;127.116667;Asia;Republic of Korea;Taejon;Gongju City ;Centroid Locality;2019-01-23;2019-01-29;Confirmed;Influenza - Avian;H7 LPAI;environmental sample, unspecified bird;;;;;;;;;
246271;OIE;37.02722;45.96961;Asia;Iran  (Islamic Republic of);West Azarbayejan;Hasel Ghopi Afshar;Exact;2019-01-26;2019-02-05;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, unspecified bird;190;190;7;183;;;;;
246270;OIE;37.28754;49.90987;Asia;Iran  (Islamic Republic of);Gilan;Iishliki;Exact;2019-01-25;2019-02-05;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, unspecified bird;315;315;24;291;;;;;
246258;OIE;36.19326;49.25563;Asia;Iran  (Islamic Republic of);Zanjan;Bala shenat;Exact;2019-01-22;2019-02-02;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, unspecified bird;823;823;25;798;;;;;
246251;OIE;29.311193;47.951374;Asia;Kuwait;Al Farwaniyah;Al Rai Live Bird Market;Unknown;2019-01-24;2019-02-05;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, unspecified bird;2000;3;3;1997;;;0;;
246208;OIE;-26.65;15.08;Africa;Namibia;Karas;Halifax Island;Unknown;2019-01-27;2019-02-12;Confirmed;Influenza - Avian;H5N8 HPAI;wild, jackass penguin spheniscus demersus;7000;223;217;6;;;0;;
246066;OIE;24.91308;121.013272;Asia;Taiwan (Province of China);Taiwan Sheng;Xinfeng Township;Exact;2019-01-23;2019-01-28;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, chicken;100;100;100;;;;;;
246065;OIE;22.833561;120.488211;Asia;Taiwan (Province of China);Taiwan Sheng;Ligang Township;Exact;2019-01-14;2019-01-28;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, duck;6510;;;;6510;;;;
245813;OIE;47.525612;40.552595;Europe;Russian Federation;Rostovskaya Oblast;Ursdon 2;Exact;2019-01-21;2019-01-28;Confirmed;Influenza - Avian;H5 HPAI;domestic, turkey;16177;51;51;;;;;;
245812;OIE;10.3346;9.8584;Africa;Nigeria;Bauchi;Fadaman Mada;Exact;2019-01-10;2019-01-28;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, chicken;2000;75;8;1992;;;;;
245811;OIE;-34.2;18.4;Africa;South Africa;Western Cape;HPAI_H5N8_2017_201;Exact;2018-11-20;2019-01-28;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, ostrich;112;7;;;;;;;
245810;OIE;-34.2;20.7;Africa;South Africa;Western Cape;HPAI_H5N8_2017_199;Exact;2018-11-19;2019-01-28;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, ostrich;390;6;5;;;;;;
245809;OIE;-34.2;21.0;Africa;South Africa;Western Cape;HPAI_H5N8_2017_198;Exact;2018-09-27;2019-01-28;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, ostrich;500;10;10;;;;;;
245808;OIE;-33.5;22.4;Africa;South Africa;Western Cape;HPAI_H5N8_2017_200;Exact;2018-09-26;2019-01-28;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, ostrich;1897;111;111;;;;;;
245807;OIE;-33.2;19.1;Africa;South Africa;Western Cape;HPAI_H5N8_2017_197;Exact;2018-08-13;2019-01-28;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, ostrich;3634;25;7;;;;;;
245752;National authorities;36.806991;127.150335;Asia;Republic of Korea;Chungchongnam-do;Dongnam District;Centroid Locality;2019-01-17;2019-01-25;Confirmed;Influenza - Avian;H7N9 LPAI;environmental sample, unspecified env. sample;;;;;;;;;
245718;OIE;19.8206;-70.93546;Americas;Dominican Republic;Puerto Plata;Puerto Plata;Exact;2018-11-02;2019-01-24;Confirmed;Influenza - Avian;H5N2 LPAI;domestic, unspecified bird;1126;773;745;136;217;;;;
245707;OIE;10.6805;9.7632;Africa;Nigeria;Bauchi;Gida Dubu;Exact;2019-01-19;2019-01-24;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, chicken;848;50;27;;;;;;
245688;OIE;23.725714;120.554512;Asia;Taiwan (Province of China);Taiwan Sheng;Douliu City;Exact;2019-01-09;2019-01-21;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, chicken;4761;;;4761;;;0;;
245687;OIE;24.113833;120.449778;Asia;Taiwan (Province of China);Taiwan Sheng;Lukang Township;Exact;2018-12-06;2019-01-21;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, chicken;6958;;;6958;;;;;
245500;OIE;55.9588;11.7773;Europe;Denmark;Vestsjaelland;Rørvig;Exact;2019-01-04;2019-01-21;Confirmed;Influenza - Avian;H5N6 HPAI;wild, buzzard;;1;1;;;;;;
245337;OIE;55.2316;11.8316;Europe;Denmark;Storstroem;Næstved;Exact;2018-12-22;2019-01-15;Confirmed;Influenza - Avian;H5N6 HPAI;wild,white tailed eagle (haliaeetus albicilla));;1;1;;;;;;
245234;OIE;23.698137;120.237203;Asia;Taiwan (Province of China);Taiwan Sheng;Dongshi Township;Exact;2018-12-25;2019-01-11;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, duck;2139;;;2139;;;;;
245197;OIE;47.508678;40.526786;Europe;Russian Federation;Rostovskaya Oblast;Ursdon;Exact;2019-01-04;2019-01-11;Confirmed;Influenza - Avian;H5 HPAI;domestic, turkey;17211;6355;6355;;;;;;
245154;OIE;23.652518;120.255147;Asia;Taiwan (Province of China);Taiwan Sheng;Sihu Township;Exact;2018-12-27;2019-01-04;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, turkey;1413;424;424;989;;;;;
245153;OIE;36.4979;52.1864;Asia;Iran  (Islamic Republic of);Mazandaran;Nor joje;Exact;2018-12-25;2019-01-05;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, chicken;35660;35260;394;35266;;;;;
245152;OIE;36.60364;52.74197;Asia;Iran  (Islamic Republic of);Mazandaran;Bala Langor;Exact;2018-12-24;2019-01-05;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, duck;1400;1000;400;1000;;;;;
244981;OIE;20.454265;85.879212;Asia;India;Orissa;Cuttack municipality;Exact;2018-12-18;2019-01-07;Confirmed;Influenza - Avian;H5N1 HPAI;wild, crow;;3;3;;;;0;;
244980;OIE;20.1153;85.0725;Asia;India;Orissa;Muthagadia;Exact;2018-12-16;2019-01-07;Confirmed;Influenza - Avian;H5N1 HPAI;wild, crow;;3;3;;;;0;;
244979;OIE;25.59945;85.09889;Asia;India;Bihar;Patna (Sanjay Gandhi Zoological Park);Exact;2018-12-15;2019-01-07;Confirmed;Influenza - Avian;H5N1 HPAI;wild,phasianidae (phasianidae));;6;6;;;;0;;
244978;OIE;25.3652;86.4922;Asia;India;Bihar;Mubarakchak;Exact;2018-12-15;2019-01-07;Confirmed;Influenza - Avian;H5N1 HPAI;wild, crow;;40;40;;;;;;
244962;OIE;19.547775;85.267157;Asia;India;Orissa;Naba;Exact;2018-12-17;2019-01-04;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, unspecified bird;2500;2500;2500;0;0;;;;
244961;OIE;19.539743;85.232267;Asia;India;Orissa;Nuagaon, Kantabania & Udayagiri;Exact;2018-12-17;2019-01-04;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, unspecified bird;5800;4728;4728;1072;0;;;;
244811;OIE;25.191151;86.62709;Asia;India;Bihar;Goraho;Exact;2018-11-15;2018-12-28;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, unspecified bird;705;117;117;588;0;;;;
244809;OIE;19.485;85.17305;Asia;India;Orissa;Nandala;Exact;2018-12-18;2018-12-28;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, unspecified bird;548;0;0;548;0;;;;
244808;OIE;19.62541;85.25196;Asia;India;Orissa;Epinga (Bauripalli);Exact;2018-12-10;2018-12-28;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, unspecified bird;164;0;0;164;0;;;;
244807;OIE;19.57919;85.27755;Asia;India;Orissa;Kanheipur (Harijansahi);Exact;2018-12-10;2018-12-28;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, unspecified bird;106;0;0;106;0;;;;
244806;OIE;19.555775;85.247881;Asia;India;Orissa;Malud;Exact;2018-12-07;2018-12-28;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, unspecified bird;185;0;0;185;0;;;;
244805;OIE;19.49888;85.193611;Asia;India;Orissa;Brahmandeo;Exact;2018-12-07;2018-12-28;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, unspecified bird;10627;40;40;10587;0;;;;
244804;OIE;12.6419;108.3358;Asia;Viet Nam;Dak Lak;Tan Tien;Exact;2018-12-21;2018-12-27;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, unspecified bird;215;100;50;0;165;;;;
244786;OIE;23.40009;120.50564;Asia;Taiwan (Province of China);Taiwan Sheng;Zhongpu Township;Exact;2018-12-18;2018-12-25;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, unspecified bird;16;16;16;0;0;;;;
244785;OIE;24.9038;121.1943;Asia;Taiwan (Province of China);Taiwan Sheng;Pingzhen District;Exact;2018-12-17;2018-12-25;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, unspecified bird;1202;33;33;1169;0;;;;
244709;OIE;42.4161;26.9308;Europe;Bulgaria;Jambol;Pravdino;Exact;2018-11-22;2018-12-23;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, unspecified bird;50;50;33;17;0;;;;
244667;National authorities;-6.697366;108.39697;Asia;Indonesia;Jawa Barat;Kedungbunder;Exact;2018-12-13;2018-12-13;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, chicken;;;29;;;;;;
244666;National authorities;-0.016677;110.801545;Asia;Indonesia;Kalimantan Barat;Sungai Ringin;Exact;2018-12-02;2018-12-02;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, chicken;;;2000;;;;;;
244665;National authorities;-6.4555;107.814651;Asia;Indonesia;Jawa Barat;Kamarung;Exact;2018-11-30;2018-11-30;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, chicken;;;912;;;;;;
244664;National authorities;-7.020862;110.444689;Asia;Indonesia;Jawa Tengah;Tandang;Exact;2018-11-28;2018-11-28;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, chicken;;;74;;;;;;
244642;National authorities;-6.538804;107.765905;Asia;Indonesia;Jawa Barat;Sukamelang;Exact;2018-10-08;2018-10-08;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, duck;;;500;;;;;;
244641;National authorities;-6.368349;107.785443;Asia;Indonesia;Jawa Barat;Mulyasari;Exact;2018-10-05;2018-10-05;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, chicken;;;40;;;;;;
244639;National authorities;-6.552034;107.73266;Asia;Indonesia;Jawa Barat;Dangdeur;Exact;2018-10-04;2018-10-04;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, muscovy ducks;;;14;;;;;;
244608;National authorities;0.808344;124.562707;Asia;Indonesia;Sulawesi Utara;Tombolikat Selatan;Exact;2018-07-06;2018-07-06;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, chicken;;;145;;;;;;
244607;National authorities;0.772214;124.501157;Asia;Indonesia;Sulawesi Utara;Tutuyan;Exact;2018-07-06;2018-07-06;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, duck;;;2;;;;;;
244606;National authorities;0.800692;124.539021;Asia;Indonesia;Sulawesi Utara;Tutuyan III;Exact;2018-07-06;2018-07-06;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, chicken;;;9;;;;;;
244605;National authorities;0.821782;124.551907;Asia;Indonesia;Sulawesi Utara;Kayumoyondi;Exact;2018-07-05;2018-07-05;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, chicken;;;161;;;;;;
244579;National authorities;52.908745;6.696514;Europe;Netherlands;Drenthe;Veeningen Village, De Wolden Municipality;Centroid Admin1;2018-12-24;2018-12-24;Confirmed;Influenza - Avian;H5 LPAI;captive, swan;;75;;;;;;;
244578;National authorities;22.889451;112.430983;Asia;China;Guangdong Sheng;Guangdong Sheng;Centroid Admin1;2018-12-19;2019-01-02;Confirmed;Influenza - Avian;H9N2 LPAI;;;;;;;Female;32;1;
244553;National authorities;21.3228;107.5137;Asia;Viet Nam;Quang Ninh;Lang Nhoi village, Dong Hai commune;Exact;2018-12-10;2018-12-21;Confirmed;Influenza - Avian;H5N6 HPAI;domestic, unspecified bird;1173;750;750;423;;;;;
244551;OIE;19.6275;85.30194444;Asia;India;Orissa;Alanda and Siala;Exact;2018-12-07;2018-12-15;Confirmed;Influenza - Avian;H5N1 HPAI;wild, house crow;;120;120;0;0;;;;
244550;National authorities;25.347222;110.441174;Asia;China;Guangxi Zhuangzu Zizhiqu;Guilin;Centroid Admin2;2018-10-10;2018-12-20;Confirmed;Influenza - Avian;H9N2 LPAI;;;;;;;Male;3;1;
244548;National authorities;22.840217;111.794852;Asia;China;Guangdong Sheng;Yunfu;Centroid Admin2;2018-10-16;2018-12-20;Confirmed;Influenza - Avian;H9N2 LPAI;;;;;;;Female;1;1;
244359;OIE;55.2333;11.2908;Europe;Denmark;Vestsjaelland;Skaelskoer;Exact;2018-09-19;2018-12-19;Confirmed;Influenza - Avian;H5N6 HPAI;wild,common pheasant (phasianus colchicus));;3;3;0;;;0;;
244358;OIE;54.8381;11.4862;Europe;Denmark;Storstroem;Bandholm ;Exact;2018-09-03;2018-12-19;Confirmed;Influenza - Avian;H5N6 HPAI;wild, greylag goose;;1;1;0;;;0;;
244155;National authorities;44.0969;22.6353;Europe;Bulgaria;Vidin;Kosovo;Exact;2018-12-17;2018-12-17;Confirmed;Influenza - Avian;H5 HPAI;domestic,chicken,domestic,pigeon,domestic,common pheasant (phasianus colchicus));403;;;;;;0;;
244064;OIE;23.694838;120.246618;Asia;Taiwan (Province of China);Taiwan Sheng;Dongshi Township;Exact;2018-11-26;2018-12-17;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, duck;3152;;;3152;;;;;
244063;OIE;23.695853;120.245367;Asia;Taiwan (Province of China);Taiwan Sheng;Dongshi Township;Exact;2018-11-21;2018-12-17;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, duck;1891;;;1891;;;;;
243942;OIE;19.56816;85.241236;Asia;India;Orissa;Budhibara(Sanasahi) and Patharagang;Exact;2018-12-07;2018-12-14;Confirmed;Influenza - Avian;H5N1 HPAI;domestic, unspecified bird;6123;5603;5603;520;0;;0;;
243803;OIE;38.50463;47.05185;Asia;Iran  (Islamic Republic of);East Azarbayejan;Yaghbastloo;Exact;2018-11-19;2018-12-11;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, turkey;32;22;10;22;;;;;
243802;OIE;38.474767;47.072252;Asia;Iran  (Islamic Republic of);East Azarbayejan;Bahman;Exact;2018-11-18;2018-12-11;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, turkey;53;53;3;50;;;;;
243801;OIE;38.48559;47.09883;Asia;Iran  (Islamic Republic of);East Azarbayejan;Sholebaran;Exact;2018-11-15;2018-12-11;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, turkey;215;199;145;70;;;;;
243659;National authorities;31.439757;120.780204;Asia;China;Jiangsu Sheng;Suzhou;Centroid Admin2;2018-10-29;2018-11-23;Confirmed;Influenza - Avian;H5N6 HPAI;;;;;;;Female;10;1;
243495;OIE;23.663665;120.323365;Asia;Taiwan (Province of China);Taiwan Sheng;Yuanchang Township;Exact;2018-11-21;2018-12-04;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, goose;1524;146;146;1378;;;;;
243494;OIE;23.719285;120.235539;Asia;Taiwan (Province of China);Taiwan Sheng;Taixi Township;Exact;2018-11-15;2018-12-04;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, duck;2206;;;2206;;;;;
243387;National authorities;37.542616;127.462483;Asia;Republic of Korea;Kyonggi-do;Hwaseong Sihwaho ;Centroid Admin1;2018-11-29;2018-12-04;Confirmed;Influenza - Avian;H5N2 LPAI, H7N7 LPAI;environmental sample, unspecified bird;;;;;;;0;;
243386;National authorities;36.519053;126.846962;Asia;Republic of Korea;Chungchongnam-do;Chungnam Province;Centroid Admin1;;2018-12-03;Confirmed;Influenza - Avian;H5 LPAI;environmental sample, unspecified bird;;;;;;;0;;
243303;National authorities;37.542616;127.462483;Asia;Republic of Korea;Kyonggi-do;South Han;Centroid Admin1;2018-12-03;2018-12-05;Confirmed;Influenza - Avian;H5 LPAI;environmental sample, unspecified bird;;;;;;;0;;
243302;National authorities;37.554493;126.95169;Asia;Republic of Korea;Seoul;Gangseo District;Centroid Admin1;2018-12-03;2018-12-05;Confirmed;Influenza - Avian;H5 LPAI;environmental sample, unspecified bird;;;;;;;0;;
243273;OIE;35.70049;52.0575;Asia;Iran  (Islamic Republic of);Tehran;Valiran;Exact;2018-09-30;2018-12-01;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, unspecified bird;138;10;5;133;;;;;
243121;OIE;-34.2;20.4;Africa;South Africa;Western Cape;HPAI_H5N8_2017_195;Exact;2018-10-29;2018-11-27;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, ostrich;461;20;20;0;0;;;;
243094;OIE;45.114;-95.036;Americas;United States of America;Minnesota;Kandiyohi County;Exact;2018-11-13;2018-11-28;Confirmed;Influenza - Avian;H5N2 LPAI;domestic, turkey;40000;;;;;;0;;
242886;OIE;32.523;119.799;Asia;China;Jiangsu Sheng;Huinan Village;Exact;2018-11-10;2018-11-22;Confirmed;Influenza - Avian;H5N6 HPAI;domestic, unspecified bird;31649;1200;320;31329;;;0;;
242731;National authorities;25.558;102.465;Asia;China;Yunnan Sheng;Guantian Village,Pingshan Township, Luquan, ;Centroid Locality;2018-11-03;2018-11-21;Confirmed;Influenza - Avian;H5N6 HPAI;domestic, unspecified bird;13884;6540;5400;8484;;;0;;
242729;National authorities;25.101;98.587;Asia;China;Yunnan Sheng;Dengjiazai Village,Beihai Township, Tengchong City;Exact;2018-10-28;2018-11-21;Confirmed;Influenza - Avian;H5N6 HPAI;domestic, unspecified bird;6216;4800;4420;1796;;;0;;
242706;OIE;42.31451;25.09186;Europe;Bulgaria;Plovdiv;Choba;Exact;2018-11-15;2018-11-17;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, unspecified bird;1380;20;;1380;;;;;
242696;OIE;45.11;-95.041;Americas;United States of America;Minnesota;Kandiyohi County;Exact;2018-11-12;2018-11-15;Confirmed;Influenza - Avian;H5N2 LPAI;domestic, turkey;89600;;;;;;;;
242631;OIE;23.601129;120.271032;Asia;Taiwan (Province of China);Taiwan Sheng;Beigang Township;Exact;2018-11-07;2018-11-13;Confirmed;Influenza - Avian;H5N2 HPAI;domestic, unspecified bird;640;626;626;14;0;;;;
242578;National authorities;41.8417;25.7939;Europe;Bulgaria;Haskovo;Elena;Exact;2018-11-09;2018-11-13;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, unspecified bird;220;200;20;200;;;0;;
242577;National authorities;42.0342;25.6633;Europe;Bulgaria;Haskovo;Chernogorovo;Exact;2018-11-07;2018-11-13;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, chicken;39200;550;550;38650;;;0;;
242576;National authorities;42.3372;25.1506;Europe;Bulgaria;Stara Zagora;Pravoslav;Exact;2018-11-07;2018-11-13;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, duck;3500;3;3;3497;;;0;;
242547;OIE;45.553;-94.163;Americas;United States of America;Minnesota;Stearns County;Unknown;2018-11-01;2018-11-08;Confirmed;Influenza - Avian;H5N2 LPAI;domestic, turkey;61000;0;0;0;0;;;;
242546;OIE;45.111;-95.047;Americas;United States of America;Minnesota;Kandiyohi County;Unknown;2018-10-31;2018-11-08;Confirmed;Influenza - Avian;H5N2 LPAI;domestic, turkey;50000;0;0;0;0;;;;
242545;OIE;45.557;-94.162;Americas;United States of America;Minnesota;Stearns County;Unknown;2018-10-31;2018-11-08;Confirmed;Influenza - Avian;H5N2 LPAI;domestic, turkey;24000;0;0;0;0;;;;
242544;OIE;45.554;-94.166;Americas;United States of America;Minnesota;Stearns County;Unknown;2018-10-23;2018-11-08;Confirmed;Influenza - Avian;H5N2 LPAI;domestic, turkey;43000;0;0;0;0;;;;
242389;OIE;51.04813;39.95566;Europe;Russian Federation;Voronezhskaya Oblast;Bobrovsky ;Exact;2018-10-31;2018-11-06;Confirmed;Influenza - Avian;H5 HPAI;domestic, unspecified bird;342300;122300;122300;82;;;0;;
242356;OIE;18.7465;105.6298;Asia;Viet Nam;Nghe An;Nghi Van;Exact;2018-10-29;2018-11-05;Confirmed;Influenza - Avian;H5N6 HPAI;domestic, unspecified bird;1500;720;280;1220;;;;;
242333;National authorities;41.8558;25.5444;Europe;Bulgaria;Haskovo;Voivodovo;Exact;2018-10-17;2018-10-31;Confirmed;Influenza - Avian;H5N8 HPAI;domestic, unspecified bird;150;138;138;12;;;0;;
